ID	SENTENCE	ENTITY_1	ENTITY_1_NAME	ENTITY_1_POS1	ENTITY_1_POS2	ENTITY_2	ENTITY_2_NAME	ENTITY_2_POS1	ENTITY_2_POS2	LABEL
a16005948.s6	Significant blockade of cocaine toxicity was observed with the higher dose of GNC92H2 (190 mg/kg), where premorbid behaviors were reduced up to 40%, seizures up to 77% and death by 72%.	-1	GNC92H2	78	85	D012640	seizures	149	157	false
a16005948.s6	Significant blockade of cocaine toxicity was observed with the higher dose of GNC92H2 (190 mg/kg), where premorbid behaviors were reduced up to 40%, seizures up to 77% and death by 72%.	-1	GNC92H2	78	85	D003643	death	172	177	false
a16005948.s7	Importantly, GNC92H2 prevented death even post-cocaine injection.	-1	GNC92H2	13	20	D003643	death	31	36	false
a16005948.s7	Importantly, GNC92H2 prevented death even post-cocaine injection.	D003042	cocaine	47	54	D003643	death	31	36	false
a16005948.s8	The results support the important potential of GNC92H2 as a therapeutic tool against cocaine overdose.	-1	GNC92H2	47	54	D062787	cocaine overdose	85	101	false
a16167916.s15	We suggest that the increased risk of venous thromboembolism due to raloxifene treatment may be related to increased tPA levels, but not TAFI levels.	D020849	raloxifene	68	78	D054556	venous thromboembolism	38	60	true
a16403073.s0	Ketoconazole induced torsades de pointes without concomitant use of QT interval-prolonging drug.	D007654	Ketoconazole	0	12	D016171	torsades de pointes	21	40	true
a16403073.s2	We report a woman with coronary artery disease who developed a markedly prolonged QT interval and torsades de pointes (TdP) after taking ketoconazole for treatment of fungal infection.	D007654	ketoconazole	137	149	D003324	coronary artery disease	23	46	false
a16403073.s2	We report a woman with coronary artery disease who developed a markedly prolonged QT interval and torsades de pointes (TdP) after taking ketoconazole for treatment of fungal infection.	D007654	ketoconazole	137	149	D008133	prolonged QT interval	72	93	true
a16403073.s2	We report a woman with coronary artery disease who developed a markedly prolonged QT interval and torsades de pointes (TdP) after taking ketoconazole for treatment of fungal infection.	D007654	ketoconazole	137	149	D016171	TdP	119	122	true
a16403073.s2	We report a woman with coronary artery disease who developed a markedly prolonged QT interval and torsades de pointes (TdP) after taking ketoconazole for treatment of fungal infection.	D007654	ketoconazole	137	149	D009181	fungal infection	167	183	false
a16403073.s5	We postulate that by virtue of its direct blocking action on IKr, ketoconazole alone may prolong QT interval and induce TdP.	D007654	ketoconazole	66	78	D016171	TdP	120	123	true
a16403073.s6	This calls for attention when ketoconazole is administered to patients with risk factors for acquired long QT syndrome.	D007654	ketoconazole	30	42	D008133	long QT syndrome	102	118	true
a16755009.s4	Diazepam-, scopolamine- and ageing-induced amnesia served as the interoceptive behavioral models.	D003975	Diazepam	0	8	D000647	amnesia	43	50	true
a16755009.s4	Diazepam-, scopolamine- and ageing-induced amnesia served as the interoceptive behavioral models.	D012601	scopolamine	11	22	D000647	amnesia	43	50	true
a16755009.s8	Furthermore, DCE reversed the amnesia induced by scopolamine (0.4 mg/kg, i.p.) and diazepam (1 mg/kg, i.p.).	D010936	DCE	13	16	D000647	amnesia	30	37	false
a16755009.s8	Furthermore, DCE reversed the amnesia induced by scopolamine (0.4 mg/kg, i.p.) and diazepam (1 mg/kg, i.p.).	D012601	scopolamine	49	60	D000647	amnesia	30	37	true
a16755009.s8	Furthermore, DCE reversed the amnesia induced by scopolamine (0.4 mg/kg, i.p.) and diazepam (1 mg/kg, i.p.).	D003975	diazepam	83	91	D000647	amnesia	30	37	true
a16755009.s13	Therefore, DCE may prove to be a useful remedy for the management of cognitive dysfunctions on account of its multifarious beneficial effects such as, memory improving property, cholesterol lowering property and anticholinesterase activity.	D010936	DCE	11	14	D003072	cognitive dysfunctions	69	91	false
a16755009.s13	Therefore, DCE may prove to be a useful remedy for the management of cognitive dysfunctions on account of its multifarious beneficial effects such as, memory improving property, cholesterol lowering property and anticholinesterase activity.	D002784	cholesterol	178	189	D003072	cognitive dysfunctions	69	91	false
a16904497.s0	Cauda equina syndrome after epidural steroid injection: a case report.	D013256	steroid	37	44	D011128	Cauda equina syndrome	0	21	false
a16904497.s1	OBJECTIVE: Conventional treatment methods of lumbusacral radiculopathy are physical therapy, epidural steroid injections, oral medications, and spinal manipulative therapy.	D013256	steroid	102	109	D011843	radiculopathy	57	70	false
a16904497.s3	The following case is a report of cauda equina syndrome possibly caused by epidural injection of triamcinolone and bupivacaine.	D014221	triamcinolone	97	110	D011128	cauda equina syndrome	34	55	false
a16904497.s3	The following case is a report of cauda equina syndrome possibly caused by epidural injection of triamcinolone and bupivacaine.	D002045	bupivacaine	115	126	D011128	cauda equina syndrome	34	55	true
a16904497.s5	A 50-year-old woman with low back and right leg pain was scheduled for epidural steroid injection.	D013256	steroid	80	87	D017116	low back and right leg pain	25	52	false
a16904497.s21	Clinical examination and continued vigilance for neurologic deterioration after epidural steroid injections is important.	D013256	steroid	89	96	D009422	neurologic deterioration	49	73	false
a16938416.s0	High-dose testosterone is associated with atherosclerosis in postmenopausal women.	D013739	testosterone	10	22	D050197	atherosclerosis	42	57	true
a16938416.s4	In a population-based study in 513 naturally postmenopausal women aged 54-67 years, we studied the association between self-reported intramuscularly administered high-dose estrogen-testosterone therapy (estradiol- and testosterone esters) and aortic atherosclerosis.	D004967	estrogen	172	180	D050197	atherosclerosis	250	265	false
a16938416.s4	In a population-based study in 513 naturally postmenopausal women aged 54-67 years, we studied the association between self-reported intramuscularly administered high-dose estrogen-testosterone therapy (estradiol- and testosterone esters) and aortic atherosclerosis.	D013739	testosterone	181	193	D050197	atherosclerosis	250	265	true
a16938416.s4	In a population-based study in 513 naturally postmenopausal women aged 54-67 years, we studied the association between self-reported intramuscularly administered high-dose estrogen-testosterone therapy (estradiol- and testosterone esters) and aortic atherosclerosis.	C032109	estradiol- and testosterone esters	203	237	D050197	atherosclerosis	250	265	false
a16938416.s10	The association remained after additional adjustment for diabetes, cholesterol level, systolic blood pressure, or alcohol use.	D002784	cholesterol	67	78	D003920	diabetes	57	65	false
a16938416.s10	The association remained after additional adjustment for diabetes, cholesterol level, systolic blood pressure, or alcohol use.	D000431	alcohol	114	121	D003920	diabetes	57	65	false
a16938416.s13	Our results suggest that high-dose testosterone therapy may adversely affect atherosclerosis in postmenopausal women and indicate that androgen replacement in these women may not be harmless.	D013739	testosterone	35	47	D050197	atherosclerosis	77	92	true
a17147461.s0	Sirolimus-associated proteinuria and renal dysfunction.	D020123	Sirolimus	0	9	D011507	proteinuria	21	32	true
a17147461.s0	Sirolimus-associated proteinuria and renal dysfunction.	D020123	Sirolimus	0	9	D007674	renal dysfunction	37	54	true
a17147461.s2	Sirolimus represents a major therapeutic advance in the prevention of acute renal allograft rejection and chronic allograft nephropathy.	D020123	Sirolimus	0	9	D007674	nephropathy	124	135	true
a17147461.s4	Because sirolimus does not share the vasomotor renal adverse effects exhibited by calcineurin inhibitors, it has been designated a 'non-nephrotoxic drug'.	D020123	sirolimus	8	17	D007674	nephrotoxic	136	147	true
a17147461.s5	However, clinical reports suggest that, under some circumstances, sirolimus is associated with proteinuria and acute renal dysfunction.	D020123	sirolimus	66	75	D011507	proteinuria	95	106	true
a17147461.s5	However, clinical reports suggest that, under some circumstances, sirolimus is associated with proteinuria and acute renal dysfunction.	D020123	sirolimus	66	75	D058186	acute renal dysfunction	111	134	false
a17147461.s7	The mechanisms of sirolimus-associated proteinuria are multifactorial and may be due to an increase in glomerular capillary pressure following calcineurin inhibitor withdrawal.	D020123	sirolimus	18	27	D011507	proteinuria	39	50	true
a17147461.s9	The acute renal dysfunction associated with sirolimus (such as in delayed graft function) may be due to suppression of compensatory renal cell proliferation and survival/repair processes.	D020123	sirolimus	44	53	D058186	acute renal dysfunction	4	27	false
a17147461.s10	Although these adverse effects occur in some patients, their occurrence could be minimised by knowledge of the molecular effects of sirolimus on the kidney, the use of sirolimus in appropriate patient populations, close monitoring of proteinuria and renal function, use of angiotensin-converting enzyme inhibitors or angiotensin II receptor blockers if proteinuria occurs and withdrawal if needed.	D020123	sirolimus	168	177	D011507	proteinuria	353	364	true
a17147461.s10	Although these adverse effects occur in some patients, their occurrence could be minimised by knowledge of the molecular effects of sirolimus on the kidney, the use of sirolimus in appropriate patient populations, close monitoring of proteinuria and renal function, use of angiotensin-converting enzyme inhibitors or angiotensin II receptor blockers if proteinuria occurs and withdrawal if needed.	D000809	angiotensin	273	284	D011507	proteinuria	353	364	false
a17147461.s10	Although these adverse effects occur in some patients, their occurrence could be minimised by knowledge of the molecular effects of sirolimus on the kidney, the use of sirolimus in appropriate patient populations, close monitoring of proteinuria and renal function, use of angiotensin-converting enzyme inhibitors or angiotensin II receptor blockers if proteinuria occurs and withdrawal if needed.	D000804	angiotensin II	317	331	D011507	proteinuria	353	364	false
a17241784.s0	Progressive myopathy with up-regulation of MHC-I associated with statin therapy.	D019821	statin	65	71	D009135	myopathy	12	20	true
a17241784.s1	Statins can cause a necrotizing myopathy and hyperCKaemia which is reversible on cessation of the drug.	D019821	Statins	0	7	D009135	myopathy	32	40	true
a17241784.s1	Statins can cause a necrotizing myopathy and hyperCKaemia which is reversible on cessation of the drug.	D019821	Statins	0	7	-1	hyperCKaemia	45	57	false
a17241784.s2	What is less well known is a phenomenon whereby statins may induce a myopathy, which persists or may progress after stopping the drug.	D019821	statins	48	55	D009135	myopathy	69	77	true
a17241784.s7	These observations suggest that statins may initiate an immune-mediated myopathy that persists after withdrawal of the drug and responds to immunosuppressive therapy.	D019821	statins	32	39	D009135	myopathy	72	80	true
a17241784.s8	The mechanism of this myopathy is uncertain but may involve the induction by statins of an endoplasmic reticulum stress response with associated up-regulation of MHC-I expression and antigen presentation by muscle fibres.	D019821	statins	77	84	D009135	myopathy	22	30	true
a17261653.s6	Clonidine-induced bradycardia in conscious alpha2ABC-/- mice was 32.3% (10 microg/kg) and 26.6% (100 microg/kg) of the effect in wild-type mice.	D003000	Clonidine	0	9	D001919	bradycardia	18	29	true
a17343925.s2	The influence of smoking during pregnancy on the developing cochlea has not been estimated, although smoking has been positively associated with hearing loss in adults.	D012906	smoking	101	108	D034381	hearing loss	145	157	true
a17400887.s0	Neuroinflammation and behavioral abnormalities after neonatal terbutaline treatment in rats: implications for autism.	D013726	terbutaline	62	73	D020078	Neuroinflammation	0	17	false
a17400887.s0	Neuroinflammation and behavioral abnormalities after neonatal terbutaline treatment in rats: implications for autism.	D013726	terbutaline	62	73	D001523	behavioral abnormalities	22	46	false
a17400887.s0	Neuroinflammation and behavioral abnormalities after neonatal terbutaline treatment in rats: implications for autism.	D013726	terbutaline	62	73	D001321	autism	110	116	true
a17400887.s3	Terbutaline, a beta2-adrenoceptor agonist used to arrest preterm labor, has been associated with increased concordance for autism in dizygotic twins.	D013726	Terbutaline	0	11	D007752	preterm labor	57	70	false
a17400887.s3	Terbutaline, a beta2-adrenoceptor agonist used to arrest preterm labor, has been associated with increased concordance for autism in dizygotic twins.	D013726	Terbutaline	0	11	D001321	autism	123	129	true
a17612891.s0	Acute myocarditis associated with clozapine.	D003024	clozapine	34	43	D009205	myocarditis	6	17	true
a17612891.s1	OBJECTIVE: A case of acute myocarditis associated with the commencement of clozapine is described, highlighting the onset, course and possible contributing factors.	D003024	clozapine	75	84	D009205	myocarditis	27	38	true
a17612891.s4	A 20-year-old male with schizophrenia developed a sudden onset of myocarditis after commencement of clozapine.	D003024	clozapine	100	109	D012559	schizophrenia	24	37	false
a17612891.s4	A 20-year-old male with schizophrenia developed a sudden onset of myocarditis after commencement of clozapine.	D003024	clozapine	100	109	D009205	myocarditis	66	77	true
a17612891.s9	Myocarditis is an increasingly recognized complication associated with the use of clozapine.	D003024	clozapine	82	91	D009205	Myocarditis	0	11	true
a17612891.s11	Considering that clozapine remains the gold standard in treatment of resistant psychosis, there is an urgent need to raise awareness among medical and paramedical staff involved in the care of these patients.	D003024	clozapine	17	26	D011618	psychosis	79	88	false
a18083142.s0	Norepinephrine signaling through beta-adrenergic receptors is critical for expression of cocaine-induced anxiety.	D009638	Norepinephrine	0	14	D001008	anxiety	105	112	false
a18083142.s0	Norepinephrine signaling through beta-adrenergic receptors is critical for expression of cocaine-induced anxiety.	D003042	cocaine	89	96	D001008	anxiety	105	112	true
a18083142.s2	While the mechanisms underlying cocaine's rewarding effects have been studied extensively, less attention has been paid to the unpleasant behavioral states induced by cocaine, such as anxiety.	D003042	cocaine	167	174	D001008	anxiety	184	191	true
a18083142.s4	In this study, we evaluated the performance of dopamine beta-hydroxylase knockout (Dbh -/-) mice, which lack norepinephrine (NE), in the elevated plus maze (EPM) to examine the contribution of noradrenergic signaling to cocaine-induced anxiety.	D004298	dopamine	47	55	D001008	anxiety	236	243	false
a18083142.s4	In this study, we evaluated the performance of dopamine beta-hydroxylase knockout (Dbh -/-) mice, which lack norepinephrine (NE), in the elevated plus maze (EPM) to examine the contribution of noradrenergic signaling to cocaine-induced anxiety.	D009638	NE	125	127	D001008	anxiety	236	243	false
a18083142.s4	In this study, we evaluated the performance of dopamine beta-hydroxylase knockout (Dbh -/-) mice, which lack norepinephrine (NE), in the elevated plus maze (EPM) to examine the contribution of noradrenergic signaling to cocaine-induced anxiety.	D003042	cocaine	220	227	D001008	anxiety	236	243	true
a18083142.s6	We found that cocaine dose-dependently increased anxiety-like behavior in control (Dbh +/-	D003042	cocaine	14	21	D001008	anxiety	49	56	true
a18083142.s11	In experiments using specific adrenergic antagonists, we found that pretreatment with the beta-adrenergic receptor antagonist propranolol blocked cocaine-induced anxiety-like behavior in Dbh +/-	D011433	propranolol	125	136	D001008	anxiety	161	168	false
a18083142.s11	In experiments using specific adrenergic antagonists, we found that pretreatment with the beta-adrenergic receptor antagonist propranolol blocked cocaine-induced anxiety-like behavior in Dbh +/-	D003042	cocaine	145	152	D001008	anxiety	161	168	true
a18083142.s14	These results indicate that noradrenergic signaling via beta-adrenergic receptors is required for cocaine-induced anxiety in mice.	D003042	cocaine	97	104	D001008	anxiety	113	120	true
a18217897.s0	Thalidomide has limited single-agent activity in relapsed or refractory indolent non-Hodgkin lymphomas: a phase II trial of the Cancer and Leukemia Group B.	D013792	Thalidomide	0	11	D008228	non-Hodgkin lymphomas	81	102	false
a18217897.s0	Thalidomide has limited single-agent activity in relapsed or refractory indolent non-Hodgkin lymphomas: a phase II trial of the Cancer and Leukemia Group B.	D013792	Thalidomide	0	11	D009369	Cancer	128	134	false
a18217897.s0	Thalidomide has limited single-agent activity in relapsed or refractory indolent non-Hodgkin lymphomas: a phase II trial of the Cancer and Leukemia Group B.	D013792	Thalidomide	0	11	D007938	Leukemia	139	147	false
a18217897.s1	Thalidomide is an immunomodulatory agent with demonstrated activity in multiple myeloma, mantle cell lymphoma and lymphoplasmacytic lymphoma.	D013792	Thalidomide	0	11	D009101	multiple myeloma	71	87	false
a18217897.s1	Thalidomide is an immunomodulatory agent with demonstrated activity in multiple myeloma, mantle cell lymphoma and lymphoplasmacytic lymphoma.	D013792	Thalidomide	0	11	D020522	mantle cell lymphoma	89	109	false
a18217897.s1	Thalidomide is an immunomodulatory agent with demonstrated activity in multiple myeloma, mantle cell lymphoma and lymphoplasmacytic lymphoma.	D013792	Thalidomide	0	11	D008223	lymphoplasmacytic lymphoma	114	140	false
a18217897.s3	Between July 2001 and April 2004, 24 patients with relapsed/refractory indolent lymphomas received thalidomide 200 mg daily with escalation by 100 mg daily every 1-2 weeks as tolerated, up to a maximum of 800 mg daily.	D013792	thalidomide	99	110	D008223	lymphomas	80	89	false
a18217897.s9	Our results failed to demonstrate an important response rate to single agent thalidomide in indolent lymphomas and contrast with the higher activity level reported with the second generation immunomodulatory agent, lenalidomide.	D013792	thalidomide	77	88	D008223	lymphomas	101	110	false
a18217897.s9	Our results failed to demonstrate an important response rate to single agent thalidomide in indolent lymphomas and contrast with the higher activity level reported with the second generation immunomodulatory agent, lenalidomide.	C467567	lenalidomide	215	227	D008223	lymphomas	101	110	false
a19058010.s0	Effect of green tea and vitamin E combination in isoproterenol induced myocardial infarction in rats.	D010936	green tea	10	19	D009203	myocardial infarction	71	92	false
a19058010.s0	Effect of green tea and vitamin E combination in isoproterenol induced myocardial infarction in rats.	D014810	vitamin E	24	33	D009203	myocardial infarction	71	92	false
a19058010.s0	Effect of green tea and vitamin E combination in isoproterenol induced myocardial infarction in rats.	D007545	isoproterenol	49	62	D009203	myocardial infarction	71	92	true
a19058010.s1	The present study was aimed to investigate the combined effects of green tea and vitamin E on heart weight, body weight, serum marker enzymes, lipid peroxidation, endogenous antioxidants and membrane bound ATPases in isoproterenol (ISO)-induced myocardial infarction in rats.	D010936	green tea	67	76	D009203	myocardial infarction	245	266	false
a19058010.s1	The present study was aimed to investigate the combined effects of green tea and vitamin E on heart weight, body weight, serum marker enzymes, lipid peroxidation, endogenous antioxidants and membrane bound ATPases in isoproterenol (ISO)-induced myocardial infarction in rats.	D014810	vitamin E	81	90	D009203	myocardial infarction	245	266	false
a19058010.s1	The present study was aimed to investigate the combined effects of green tea and vitamin E on heart weight, body weight, serum marker enzymes, lipid peroxidation, endogenous antioxidants and membrane bound ATPases in isoproterenol (ISO)-induced myocardial infarction in rats.	D007545	ISO	232	235	D009203	myocardial infarction	245	266	true
a19058010.s4	These findings indicate the synergistic protective effect of green tea and vitamin E during ISO induced myocardial infarction in rats.	D010936	green tea	61	70	D009203	myocardial infarction	104	125	false
a19058010.s4	These findings indicate the synergistic protective effect of green tea and vitamin E during ISO induced myocardial infarction in rats.	D014810	vitamin E	75	84	D009203	myocardial infarction	104	125	false
a19058010.s4	These findings indicate the synergistic protective effect of green tea and vitamin E during ISO induced myocardial infarction in rats.	D007545	ISO	92	95	D009203	myocardial infarction	104	125	true
a19759529.s1	Schizophrenia has been initially associated with dysfunction in dopamine neurotransmission.	D004298	dopamine	64	72	D012559	Schizophrenia	0	13	false
a19759529.s2	However, the observation that antagonists of the glutamate N-methyl-D-aspartate (NMDA) receptor produce schizophrenic-like symptoms in humans has led to the idea of a dysfunctioning of the glutamatergic system via its NMDA receptor.	D018698	glutamate	49	58	D012559	schizophrenic	104	117	false
a19759529.s2	However, the observation that antagonists of the glutamate N-methyl-D-aspartate (NMDA) receptor produce schizophrenic-like symptoms in humans has led to the idea of a dysfunctioning of the glutamatergic system via its NMDA receptor.	D016202	NMDA	218	222	D012559	schizophrenic	104	117	false
a19759529.s6	This study aimed at investigating the potential antipsychotic-like properties of SSR103800, with a particular focus on models of hyperactivity, involving either drug challenge (ie, amphetamine and MK-801) or transgenic mice (ie, NMDA Nr1(neo-/-) and DAT(-/-)).	-1	SSR103800	81	90	D006948	hyperactivity	129	142	false
a19759529.s6	This study aimed at investigating the potential antipsychotic-like properties of SSR103800, with a particular focus on models of hyperactivity, involving either drug challenge (ie, amphetamine and MK-801) or transgenic mice (ie, NMDA Nr1(neo-/-) and DAT(-/-)).	D000661	amphetamine	181	192	D006948	hyperactivity	129	142	true
a19759529.s6	This study aimed at investigating the potential antipsychotic-like properties of SSR103800, with a particular focus on models of hyperactivity, involving either drug challenge (ie, amphetamine and MK-801) or transgenic mice (ie, NMDA Nr1(neo-/-) and DAT(-/-)).	D016291	MK-801	197	203	D006948	hyperactivity	129	142	true
a19759529.s6	This study aimed at investigating the potential antipsychotic-like properties of SSR103800, with a particular focus on models of hyperactivity, involving either drug challenge (ie, amphetamine and MK-801) or transgenic mice (ie, NMDA Nr1(neo-/-) and DAT(-/-)).	D016202	NMDA	229	233	D006948	hyperactivity	129	142	false
a19759529.s8	blocked hyperactivity induced by the non-competitive NMDA receptor antagonist, MK-801 and partially reversed spontaneous hyperactivity of NMDA Nr1(neo-/-) mice.	D016202	NMDA	138	142	D006948	hyperactivity	121	134	false
a19759529.s8	blocked hyperactivity induced by the non-competitive NMDA receptor antagonist, MK-801 and partially reversed spontaneous hyperactivity of NMDA Nr1(neo-/-) mice.	D016291	MK-801	79	85	D006948	hyperactivity	121	134	true
a19759529.s9	In contrast, SSR103800 failed to affect hyperactivity induced by amphetamine or naturally observed in dopamine transporter (DAT(-/-)) knockout mice	-1	SSR103800	13	22	D006948	hyperactivity	40	53	false
a19759529.s9	In contrast, SSR103800 failed to affect hyperactivity induced by amphetamine or naturally observed in dopamine transporter (DAT(-/-)) knockout mice	D000661	amphetamine	65	76	D006948	hyperactivity	40	53	true
a19759529.s9	In contrast, SSR103800 failed to affect hyperactivity induced by amphetamine or naturally observed in dopamine transporter (DAT(-/-)) knockout mice	D004298	dopamine	102	110	D006948	hyperactivity	40	53	false
a19759529.s11	Importantly, both classical (haloperidol) and atypical (olanzapine, clozapine and aripiprazole) antipsychotics were effective in all these models of hyperactivity.	D006220	haloperidol	29	40	D006948	hyperactivity	149	162	false
a19759529.s11	Importantly, both classical (haloperidol) and atypical (olanzapine, clozapine and aripiprazole) antipsychotics were effective in all these models of hyperactivity.	C076029	olanzapine	56	66	D006948	hyperactivity	149	162	false
a19759529.s11	Importantly, both classical (haloperidol) and atypical (olanzapine, clozapine and aripiprazole) antipsychotics were effective in all these models of hyperactivity.	D003024	clozapine	68	77	D006948	hyperactivity	149	162	false
a19759529.s11	Importantly, both classical (haloperidol) and atypical (olanzapine, clozapine and aripiprazole) antipsychotics were effective in all these models of hyperactivity.	C094645	aripiprazole	82	94	D006948	hyperactivity	149	162	false
a19759529.s12	However, unlike these latter, SSR103800 did not produce catalepsy (retention on the bar test) up to 30 mg/kg p.o.	-1	SSR103800	30	39	D002375	catalepsy	56	65	false
a19957053.s0	Phenylephrine but not ephedrine reduces frontal lobe oxygenation following anesthesia-induced hypotension.	D010656	Phenylephrine	0	13	D002534	reduces frontal lobe oxygenation	32	64	true
a19957053.s0	Phenylephrine but not ephedrine reduces frontal lobe oxygenation following anesthesia-induced hypotension.	D010656	Phenylephrine	0	13	D007022	hypotension	94	105	false
a19957053.s0	Phenylephrine but not ephedrine reduces frontal lobe oxygenation following anesthesia-induced hypotension.	D004809	ephedrine	22	31	D002534	reduces frontal lobe oxygenation	32	64	false
a19957053.s0	Phenylephrine but not ephedrine reduces frontal lobe oxygenation following anesthesia-induced hypotension.	D004809	ephedrine	22	31	D007022	hypotension	94	105	false
a19957053.s2	We describe the effect of phenylephrine and ephedrine on frontal lobe oxygenation (S(c)O(2)) following anesthesia-induced hypotension.	D010656	phenylephrine	26	39	D007022	hypotension	122	133	false
a19957053.s2	We describe the effect of phenylephrine and ephedrine on frontal lobe oxygenation (S(c)O(2)) following anesthesia-induced hypotension.	D004809	ephedrine	44	53	D007022	hypotension	122	133	false
a19957053.s24	The utilization of phenylephrine to correct hypotension induced by anesthesia has a negative impact on S(c)O(2) while ephedrine maintains frontal lobe oxygenation potentially related to an increase in CO.	D010656	phenylephrine	19	32	D007022	hypotension	44	55	false
a19957053.s24	The utilization of phenylephrine to correct hypotension induced by anesthesia has a negative impact on S(c)O(2) while ephedrine maintains frontal lobe oxygenation potentially related to an increase in CO.	D004809	ephedrine	118	127	D007022	hypotension	44	55	false
a20619828.s7	Clomipramine exposure in immature rats produced significant behavioral and biochemical changes that include enhanced anxiety (elevated plus maze and marble burying), behavioral inflexibility (perseveration in the spontaneous alternation task and impaired reversal learning), working memory impairment (e.g., win-shift paradigm), hoarding, and corticostriatal dysfunction.	D002997	Clomipramine	0	12	D001008	anxiety	117	124	true
a20619828.s7	Clomipramine exposure in immature rats produced significant behavioral and biochemical changes that include enhanced anxiety (elevated plus maze and marble burying), behavioral inflexibility (perseveration in the spontaneous alternation task and impaired reversal learning), working memory impairment (e.g., win-shift paradigm), hoarding, and corticostriatal dysfunction.	D002997	Clomipramine	0	12	-1	corticostriatal dysfunction	343	370	false
a20619828.s7	Clomipramine exposure in immature rats produced significant behavioral and biochemical changes that include enhanced anxiety (elevated plus maze and marble burying), behavioral inflexibility (perseveration in the spontaneous alternation task and impaired reversal learning), working memory impairment (e.g., win-shift paradigm), hoarding, and corticostriatal dysfunction.	D002997	Clomipramine	0	12	D008569	memory impairment	283	300	true
a20619828.s7	Clomipramine exposure in immature rats produced significant behavioral and biochemical changes that include enhanced anxiety (elevated plus maze and marble burying), behavioral inflexibility (perseveration in the spontaneous alternation task and impaired reversal learning), working memory impairment (e.g., win-shift paradigm), hoarding, and corticostriatal dysfunction.	D002997	Clomipramine	0	12	D060845	hoarding	329	337	true
a983936.s0	Effects of acetylsalicylic acid, dipyridamole, and hydrocortisone on epinephrine-induced myocardial injury in dogs.	D001241	acetylsalicylic acid	11	31	D009202	myocardial injury	89	106	false
a983936.s0	Effects of acetylsalicylic acid, dipyridamole, and hydrocortisone on epinephrine-induced myocardial injury in dogs.	D004176	dipyridamole	33	45	D009202	myocardial injury	89	106	false
a983936.s0	Effects of acetylsalicylic acid, dipyridamole, and hydrocortisone on epinephrine-induced myocardial injury in dogs.	D006854	hydrocortisone	51	65	D009202	myocardial injury	89	106	false
a983936.s0	Effects of acetylsalicylic acid, dipyridamole, and hydrocortisone on epinephrine-induced myocardial injury in dogs.	D004837	epinephrine	69	80	D009202	myocardial injury	89	106	true
a983936.s1	A reproducible model for producing diffuse myocardial injury (epinephrine infusion) has been developed to study the cardioprotective effects of agents or maneuvers which might alter the evolution of acute myocardial infarction.	D004837	epinephrine	62	73	D009202	myocardial injury	43	60	true
a983936.s1	A reproducible model for producing diffuse myocardial injury (epinephrine infusion) has been developed to study the cardioprotective effects of agents or maneuvers which might alter the evolution of acute myocardial infarction.	D004837	epinephrine	62	73	D009203	myocardial infarction	205	226	false
a1428568.s3	Eight glaucomatous patients chronically treated with timolol 0.5%/12h, suffering from depression diagnosed through DMS-III-R criteria, were included in the study.	D013999	timolol	53	60	D005901	glaucomatous	6	18	false
a1428568.s3	Eight glaucomatous patients chronically treated with timolol 0.5%/12h, suffering from depression diagnosed through DMS-III-R criteria, were included in the study.	D013999	timolol	53	60	D003866	depression	86	96	true
a1428568.s5	In a double blind cross-over study with control group, the patients under timolol treatment presented higher depression values measured through the Beck and the Zung-Conde scales (p < 0.001 vs control).	D013999	timolol	74	81	D003866	depression	109	119	true
a1428568.s6	These results suggest that betaxolol could be less of a depression-inducer than timolol in predisposed patients.	D015784	betaxolol	27	36	D003866	depression	56	66	false
a1428568.s6	These results suggest that betaxolol could be less of a depression-inducer than timolol in predisposed patients.	D013999	timolol	80	87	D003866	depression	56	66	true
a1720453.s0	Long-term follow-up of ifosfamide renal toxicity in children treated for malignant mesenchymal tumors: an International Society of Pediatric Oncology report.	D007069	ifosfamide	23	33	D007674	renal toxicity	34	48	true
a1720453.s0	Long-term follow-up of ifosfamide renal toxicity in children treated for malignant mesenchymal tumors: an International Society of Pediatric Oncology report.	D007069	ifosfamide	23	33	C535700	malignant mesenchymal tumors	73	101	false
a1720453.s1	The renal function of 74 children with malignant mesenchymal tumors in complete remission and who have received the same ifosfamide chemotherapy protocol (International Society of Pediatric Oncology Malignant Mesenchymal Tumor Study 84 [SIOP MMT 84]) were studied 1 year after the completion of treatment.	D007069	ifosfamide	121	131	C535700	Malignant Mesenchymal Tumor	199	226	false
a1720453.s6	Renal function was investigated by measuring plasma and urinary electrolytes, glucosuria, proteinuria, aminoaciduria, urinary pH, osmolarity, creatinine clearance, phosphate tubular reabsorption, beta 2 microglobulinuria, and lysozymuria.	D003404	creatinine	142	152	D006030	glucosuria	78	88	false
a1720453.s6	Renal function was investigated by measuring plasma and urinary electrolytes, glucosuria, proteinuria, aminoaciduria, urinary pH, osmolarity, creatinine clearance, phosphate tubular reabsorption, beta 2 microglobulinuria, and lysozymuria.	D003404	creatinine	142	152	D011507	proteinuria	90	101	false
a1720453.s6	Renal function was investigated by measuring plasma and urinary electrolytes, glucosuria, proteinuria, aminoaciduria, urinary pH, osmolarity, creatinine clearance, phosphate tubular reabsorption, beta 2 microglobulinuria, and lysozymuria.	D003404	creatinine	142	152	D000608	aminoaciduria	103	116	false
